"GridID","area","ORIGFID","Depth","DistCoast","x.pos","y.pos","impact"
46075,0.25,2038,-25.47,46748,395805.73,6147765.76,0
47075,0.25,2039,-25.81,46259,396305.73,6147765.76,0
48075,0.25,2040,-26.35,45770,396805.73,6147765.76,0
49075,0.25,2041,-26.77,45282,397305.73,6147765.76,0
50075,0.25,2042,-27.05,44794,397805.73,6147765.76,0
51075,0.25,2043,-26.63,44306,398305.73,6147765.76,0
52075,0.25,2044,-26.11,43819,398805.73,6147765.76,0
53075,0.25,2045,-25.67,43331,399305.73,6147765.76,0
54075,0.25,2046,-25.46,42844,399805.73,6147765.76,0
55075,0.25,2047,-25.48,42358,400305.73,6147765.76,0
56075,0.25,2048,-25.8,41871,400805.73,6147765.76,0
57075,0.25,2049,-26.43,41385,401305.73,6147765.76,0
58075,0.25,2050,-27.41,40899,401805.73,6147765.76,0
59075,0.25,2051,-28.65,40414,402305.73,6147765.76,0
60075,0.25,2052,-30.11,39929,402805.73,6147765.76,0
61075,0.25,2053,-30.51,39444,403305.73,6147765.76,0
62075,0.25,2054,-30.46,38960,403805.73,6147765.76,0
63075,0.25,2055,-30.41,38476,404305.73,6147765.76,0
64075,0.25,2056,-30.3,37993,404805.73,6147765.76,0
65075,0.25,2057,-30.22,37510,405305.73,6147765.76,0
66075,0.25,2058,-29.73,37027,405805.73,6147765.76,0
67075,0.25,2059,-28.97,36545,406305.73,6147765.76,0
68075,0.25,2060,-28.05,36064,406805.73,6147765.76,0
69075,0.25,2061,-27.11,35583,407305.73,6147765.76,0
70075,0.25,2062,-26.41,35102,407805.73,6147765.76,0
71075,0.25,2063,-25.73,34622,408305.73,6147765.76,0
72075,0.25,2064,-25.04,34143,408805.73,6147765.76,0
73075,0.25,2065,-24.85,33664,409305.73,6147765.76,0
74075,0.25,2066,-24.85,33186,409805.73,6147765.76,0
75075,0.25,2067,-24.93,32708,410305.73,6147765.76,0
76075,0.25,2068,-25.04,32231,410805.73,6147765.76,0
77075,0.25,2069,-25.13,31755,411305.73,6147765.76,0
78075,0.25,2070,-25.19,31280,411805.73,6147765.76,0
79075,0.25,2071,-25.14,30805,412305.73,6147765.76,0
80075,0.25,2072,-24.95,30331,412805.73,6147765.76,0
81075,0.25,2073,-24.63,29858,413305.73,6147765.76,0
82075,0.25,2074,-24.19,29386,413805.73,6147765.76,0
83075,0.25,2075,-23.6,28915,414305.73,6147765.76,0
84075,0.25,2076,-23.15,28445,414805.73,6147765.76,0
85075,0.25,2077,-23.99,27976,415305.73,6147765.76,0
86075,0.25,2078,-24.76,27508,415805.73,6147765.76,0
87075,0.25,2079,-24.85,27041,416305.73,6147765.76,0
88075,0.25,2080,-24.29,26575,416805.73,6147765.76,0
89075,0.25,2081,-23.53,26111,417305.73,6147765.76,0
90075,0.25,2082,-22.75,25648,417805.73,6147765.76,0
91075,0.25,2083,-21.85,25186,418305.73,6147765.76,0
92075,0.25,2084,-20.86,24726,418805.73,6147765.76,0
93075,0.25,2085,-19.76,24267,419305.73,6147765.76,0
94075,0.25,2086,-18.41,23811,419805.73,6147765.76,0
95075,0.25,2087,-16.52,23355,420305.73,6147765.76,0
96075,0.25,2088,-13.77,22902,420805.73,6147765.76,0
97075,0.25,2089,-13.31,22451,421305.73,6147765.76,0
98075,0.25,2090,-14.11,22002,421805.73,6147765.76,0
99075,0.25,2091,-13.32,21555,422305.73,6147765.76,0
100075,0.25,2092,-11.14,21110,422805.73,6147765.76,0
101075,0.25,2093,-8.88,20668,423305.73,6147765.76,0
102075,0.25,2094,-7.36,20229,423805.73,6147765.76,0
103075,0.25,2095,-6.18,19792,424305.73,6147765.76,0
104075,0.25,2096,-5.42,19359,424805.73,6147765.76,0
105075,0.25,2097,-5.68,18929,425305.73,6147765.76,0
106075,0.25,2098,-6.03,18502,425805.73,6147765.76,0
107075,0.25,2099,-6.2,18079,426305.73,6147765.76,0
108075,0.25,2100,-6.23,17661,426805.73,6147765.76,0
109075,0.25,2101,-6.4,17246,427305.73,6147765.76,0
110075,0.25,2102,-6.47,16836,427805.73,6147765.76,0
111075,0.25,2103,-6.5,16431,428305.73,6147765.76,0
112075,0.25,2104,-6.95,16031,428805.73,6147765.76,0
113075,0.25,2105,-7.59,15638,429305.73,6147765.76,0
114075,0.25,2106,-8.31,15250,429805.73,6147765.76,0
115075,0.25,2107,-9.2,14869,430305.73,6147765.76,0
116075,0.25,2108,-9.09,14495,430805.73,6147765.76,0
117075,0.25,2109,-8.97,14129,431305.73,6147765.76,0
118075,0.25,2110,-8.99,13772,431805.73,6147765.76,0
119075,0.25,2111,-9.25,13424,432305.73,6147765.76,0
120075,0.25,2112,-8.39,13085,432805.73,6147765.76,0
121075,0.25,2113,-7.72,12757,433305.73,6147765.76,0
122075,0.25,2114,-7.31,12441,433805.73,6147765.76,0
123075,0.25,2115,-6.67,12137,434305.73,6147765.76,0
124075,0.25,2116,-7.32,11846,434805.73,6147765.76,0
125075,0.25,2117,-7.83,11570,435305.73,6147765.76,0
126075,0.25,2118,-8.47,11302,435805.73,6147765.76,0
127075,0.25,2119,-10.69,11046,436305.73,6147765.76,0
128075,0.25,2120,-11.7,10807,436805.73,6147765.76,0
129075,0.25,2121,-11.5,10583,437305.73,6147765.76,0
130075,0.25,2122,-12.64,10370,437805.73,6147765.76,0
131075,0.25,2123,-13.73,10164,438305.73,6147765.76,0
132075,0.25,2124,-13.46,9957,438805.73,6147765.76,0
133075,0.25,2125,-12.97,9759,439305.73,6147765.76,0
134075,0.25,2126,-12.89,9564,439805.73,6147765.76,0
135075,0.25,2127,-14.14,9332,440305.73,6147765.76,0
136075,0.25,2128,-15.97,9110,440805.73,6147765.76,0
137075,0.25,2129,-16.51,8880,441305.73,6147765.76,0
138075,0.25,2130,-16.55,8661,441805.73,6147765.76,0
139075,0.25,2131,-16.81,8446,442305.73,6147765.76,0
140075,0.25,2132,-15.93,8257,442805.73,6147765.76,0
141075,0.25,2133,-14.39,8072,443305.73,6147765.76,0
142075,0.25,2134,-12.91,7858,443805.73,6147765.76,0
143075,0.25,2135,-11.69,7656,444305.73,6147765.76,0
144075,0.25,2136,-10.64,7365,444805.73,6147765.76,0
145075,0.25,2137,-9.65,7036,445305.73,6147765.76,0
146075,0.25,2138,-8.85,6720,445805.73,6147765.76,0
147075,0.25,2139,-8.86,6377,446305.73,6147765.76,0
148075,0.25,2140,-8.78,6045,446805.73,6147765.76,0
149075,0.25,2141,-8.51,5724,447305.73,6147765.76,0
150075,0.25,2142,-8.33,5401,447805.73,6147765.76,0
151075,0.25,2143,-8.26,5075,448305.73,6147765.76,0
152075,0.25,2144,-8.13,4741,448805.73,6147765.76,0
153075,0.25,2145,-8.02,4396,449305.73,6147765.76,0
154075,0.25,2146,-7.8,4051,449805.73,6147765.76,0
155075,0.25,2147,-7.44,3720,450305.73,6147765.76,0
156075,0.25,2148,-7.01,3391,450805.73,6147765.76,0
157075,0.25,2149,-6.51,3050,451305.73,6147765.76,0
158075,0.25,2150,-6.06,2702,451805.73,6147765.76,0
159075,0.25,2151,-5.65,2357,452305.73,6147765.76,0
37074,0.25,2152,-28.3,51063,391305.73,6148265.76,0
38074,0.25,2153,-28.03,50572,391805.73,6148265.76,0
39074,0.25,2154,-27.75,50080,392305.73,6148265.76,0
40074,0.25,2155,-27.46,49589,392805.73,6148265.76,0
41074,0.25,2156,-27.15,49098,393305.73,6148265.76,0
42074,0.25,2157,-27.1,48607,393805.73,6148265.76,0
43074,0.25,2158,-27.6,48117,394305.73,6148265.76,0
44074,0.25,2159,-27.68,47626,394805.73,6148265.76,0
45074,0.25,2160,-26.72,47136,395305.73,6148265.76,0
46074,0.25,2161,-26.3,46646,395805.73,6148265.76,0
47074,0.25,2162,-26.36,46156,396305.73,6148265.76,0
48074,0.25,2163,-26.59,45666,396805.73,6148265.76,0
49074,0.25,2164,-27.01,45177,397305.73,6148265.76,0
50074,0.25,2165,-27.58,44688,397805.73,6148265.76,0
51074,0.25,2166,-28.16,44199,398305.73,6148265.76,0
52074,0.25,2167,-27.86,43710,398805.73,6148265.76,0
53074,0.25,2168,-27.41,43221,399305.73,6148265.76,0
54074,0.25,2169,-27.19,42733,399805.73,6148265.76,0
55074,0.25,2170,-27.16,42245,400305.73,6148265.76,0
56074,0.25,2171,-27.37,41757,400805.73,6148265.76,0
57074,0.25,2172,-27.84,41270,401305.73,6148265.76,0
58074,0.25,2173,-28.56,40783,401805.73,6148265.76,0
59074,0.25,2174,-29.49,40296,402305.73,6148265.76,0
60074,0.25,2175,-30.48,39810,402805.73,6148265.76,0
61074,0.25,2176,-31.59,39324,403305.73,6148265.76,0
62074,0.25,2177,-31.64,38838,403805.73,6148265.76,0
63074,0.25,2178,-30.98,38352,404305.73,6148265.76,0
64074,0.25,2179,-30.17,37867,404805.73,6148265.76,0
65074,0.25,2180,-29.31,37383,405305.73,6148265.76,0
66074,0.25,2181,-28.26,36899,405805.73,6148265.76,0
67074,0.25,2182,-27.22,36415,406305.73,6148265.76,0
68074,0.25,2183,-26.39,35932,406805.73,6148265.76,0
69074,0.25,2184,-26,35449,407305.73,6148265.76,0
70074,0.25,2185,-25.8,34966,407805.73,6148265.76,0
71074,0.25,2186,-25.36,34484,408305.73,6148265.76,0
72074,0.25,2187,-24.52,34003,408805.73,6148265.76,0
73074,0.25,2188,-23.87,33522,409305.73,6148265.76,0
74074,0.25,2189,-24.19,33042,409805.73,6148265.76,0
75074,0.25,2190,-24.52,32562,410305.73,6148265.76,0
76074,0.25,2191,-24.78,32083,410805.73,6148265.76,0
77074,0.25,2192,-24.95,31605,411305.73,6148265.76,0
78074,0.25,2193,-25.02,31127,411805.73,6148265.76,0
79074,0.25,2194,-24.98,30650,412305.73,6148265.76,0
80074,0.25,2195,-24.79,30174,412805.73,6148265.76,0
81074,0.25,2196,-24.45,29699,413305.73,6148265.76,0
82074,0.25,2197,-24.02,29224,413805.73,6148265.76,0
83074,0.25,2198,-23.55,28750,414305.73,6148265.76,0
84074,0.25,2199,-23.37,28277,414805.73,6148265.76,0
85074,0.25,2200,-24.16,27805,415305.73,6148265.76,0
86074,0.25,2201,-24.98,27334,415805.73,6148265.76,0
87074,0.25,2202,-24.99,26864,416305.73,6148265.76,0
88074,0.25,2203,-24.05,26396,416805.73,6148265.76,0
89074,0.25,2204,-22.79,25928,417305.73,6148265.76,0
90074,0.25,2205,-21.51,25462,417805.73,6148265.76,0
91074,0.25,2206,-20.19,24997,418305.73,6148265.76,0
92074,0.25,2207,-19.51,24533,418805.73,6148265.76,0
93074,0.25,2208,-19.15,24071,419305.73,6148265.76,0
94074,0.25,2209,-18.62,23610,419805.73,6148265.76,0
95074,0.25,2210,-17.32,23151,420305.73,6148265.76,0
96074,0.25,2211,-15.12,22693,420805.73,6148265.76,0
97074,0.25,2212,-13.08,22238,421305.73,6148265.76,0
98074,0.25,2213,-12.54,21784,421805.73,6148265.76,0
99074,0.25,2214,-11.29,21333,422305.73,6148265.76,0
100074,0.25,2215,-9.63,20884,422805.73,6148265.76,0
101074,0.25,2216,-7.98,20437,423305.73,6148265.76,0
102074,0.25,2217,-6.78,19992,423805.73,6148265.76,0
103074,0.25,2218,-5.93,19551,424305.73,6148265.76,0
104074,0.25,2219,-5.45,19112,424805.73,6148265.76,0
105074,0.25,2220,-6.18,18676,425305.73,6148265.76,0
106074,0.25,2221,-6.74,18243,425805.73,6148265.76,0
107074,0.25,2222,-7.08,17814,426305.73,6148265.76,0
108074,0.25,2223,-7.02,17389,426805.73,6148265.76,0
109074,0.25,2224,-6.99,16968,427305.73,6148265.76,0
110074,0.25,2225,-6.95,16551,427805.73,6148265.76,0
111074,0.25,2226,-6.74,16139,428305.73,6148265.76,0
112074,0.25,2227,-7.35,15732,428805.73,6148265.76,0
113074,0.25,2228,-8.08,15331,429305.73,6148265.76,0
114074,0.25,2229,-8.81,14935,429805.73,6148265.76,0
115074,0.25,2230,-9.81,14546,430305.73,6148265.76,0
116074,0.25,2231,-9.98,14164,430805.73,6148265.76,0
117074,0.25,2232,-9.94,13789,431305.73,6148265.76,0
118074,0.25,2233,-9.11,13423,431805.73,6148265.76,0
119074,0.25,2234,-8.65,13065,432305.73,6148265.76,0
120074,0.25,2235,-6.16,12717,432805.73,6148265.76,0
121074,0.25,2236,-5.52,12379,433305.73,6148265.76,0
122074,0.25,2237,-5.53,12053,433805.73,6148265.76,0
123074,0.25,2238,-5.38,11739,434305.73,6148265.76,0
124074,0.25,2239,-5.7,11438,434805.73,6148265.76,0
125074,0.25,2240,-6.12,11151,435305.73,6148265.76,0
126074,0.25,2241,-6.56,10880,435805.73,6148265.76,0
127074,0.25,2242,-7.19,10615,436305.73,6148265.76,0
128074,0.25,2243,-7.47,10366,436805.73,6148265.76,0
129074,0.25,2244,-9.36,10133,437305.73,6148265.76,0
130074,0.25,2245,-11.19,9918,437805.73,6148265.76,0
131074,0.25,2246,-13.12,9708,438305.73,6148265.76,0
132074,0.25,2247,-14.4,9502,438805.73,6148265.76,0
133074,0.25,2248,-13.47,9299,439305.73,6148265.76,0
134074,0.25,2249,-12.96,9104,439805.73,6148265.76,0
135074,0.25,2250,-13.71,8890,440305.73,6148265.76,0
136074,0.25,2251,-16.55,8660,440805.73,6148265.76,0
137074,0.25,2252,-17.01,8438,441305.73,6148265.76,0
138074,0.25,2253,-16.41,8210,441805.73,6148265.76,0
139074,0.25,2254,-15.83,7992,442305.73,6148265.76,0
140074,0.25,2255,-14.87,7791,442805.73,6148265.76,0
141074,0.25,2256,-13.44,7605,443305.73,6148265.76,0
142074,0.25,2257,-12.11,7407,443805.73,6148265.76,0
143074,0.25,2258,-10.97,7198,444305.73,6148265.76,0
144074,0.25,2259,-9.94,6985,444805.73,6148265.76,0
145074,0.25,2260,-9.1,6660,445305.73,6148265.76,0
146074,0.25,2261,-8.38,6332,445805.73,6148265.76,0
147074,0.25,2262,-8.12,6016,446305.73,6148265.76,0
148074,0.25,2263,-7.82,5671,446805.73,6148265.76,0
149074,0.25,2264,-7.79,5341,447305.73,6148265.76,0
150074,0.25,2265,-7.71,5018,447805.73,6148265.76,0
151074,0.25,2266,-7.74,4697,448305.73,6148265.76,0
152074,0.25,2267,-7.69,4369,448805.73,6148265.76,0
153074,0.25,2268,-7.51,4034,449305.73,6148265.76,0
154074,0.25,2269,-7.28,3689,449805.73,6148265.76,0
155074,0.25,2270,-6.97,3345,450305.73,6148265.76,0
156074,0.25,2271,-6.63,3017,450805.73,6148265.76,0
157074,0.25,2272,-6.25,2684,451305.73,6148265.76,0
158074,0.25,2273,-5.91,2343,451805.73,6148265.76,0
159074,0.25,2274,-5.55,1995,452305.73,6148265.76,0
37073,0.25,2275,-28.18,50974,391305.73,6148765.76,0
38073,0.25,2276,-28.02,50482,391805.73,6148765.76,0
39073,0.25,2277,-27.86,49990,392305.73,6148765.76,0
40073,0.25,2278,-27.69,49498,392805.73,6148765.76,0
41073,0.25,2279,-27.46,49006,393305.73,6148765.76,0
42073,0.25,2280,-27.4,48514,393805.73,6148765.76,0
43073,0.25,2281,-27.56,48022,394305.73,6148765.76,0
44073,0.25,2282,-27.37,47531,394805.73,6148765.76,0
45073,0.25,2283,-26.81,47040,395305.73,6148765.76,0
46073,0.25,2284,-26.38,46549,395805.73,6148765.76,0
47073,0.25,2285,-26.4,46058,396305.73,6148765.76,0
48073,0.25,2286,-26.71,45567,396805.73,6148765.76,0
49073,0.25,2287,-27.24,45077,397305.73,6148765.76,0
50073,0.25,2288,-27.82,44587,397805.73,6148765.76,0
51073,0.25,2289,-28.41,44097,398305.73,6148765.76,0
52073,0.25,2290,-29,43607,398805.73,6148765.76,0
53073,0.25,2291,-29.07,43117,399305.73,6148765.76,0
54073,0.25,2292,-28.75,42628,399805.73,6148765.76,0
55073,0.25,2293,-28.6,42138,400305.73,6148765.76,0
56073,0.25,2294,-28.69,41649,400805.73,6148765.76,0
57073,0.25,2295,-28.99,41161,401305.73,6148765.76,0
58073,0.25,2296,-29.44,40672,401805.73,6148765.76,0
59073,0.25,2297,-30.02,40184,402305.73,6148765.76,0
60073,0.25,2298,-30.59,39696,402805.73,6148765.76,0
61073,0.25,2299,-31.91,39209,403305.73,6148765.76,0
62073,0.25,2300,-33.7,38722,403805.73,6148765.76,0
63073,0.25,2301,-31.98,38235,404305.73,6148765.76,0
64073,0.25,2302,-30.3,37748,404805.73,6148765.76,0
65073,0.25,2303,-28.9,37262,405305.73,6148765.76,0
66073,0.25,2304,-27.61,36776,405805.73,6148765.76,0
67073,0.25,2305,-26.28,36291,406305.73,6148765.76,0
68073,0.25,2306,-25.83,35806,406805.73,6148765.76,0
69073,0.25,2307,-25.85,35321,407305.73,6148765.76,0
70073,0.25,2308,-25.96,34837,407805.73,6148765.76,0
71073,0.25,2309,-25.23,34354,408305.73,6148765.76,0
72073,0.25,2310,-24.33,33870,408805.73,6148765.76,0
73073,0.25,2311,-23.39,33388,409305.73,6148765.76,0
74073,0.25,2312,-23.78,32905,409805.73,6148765.76,0
75073,0.25,2313,-24.14,32424,410305.73,6148765.76,0
76073,0.25,2314,-24.22,31943,410805.73,6148765.76,0
77073,0.25,2315,-24.49,31462,411305.73,6148765.76,0
78073,0.25,2316,-24.79,30982,411805.73,6148765.76,0
79073,0.25,2317,-24.88,30503,412305.73,6148765.76,0
80073,0.25,2318,-24.71,30024,412805.73,6148765.76,0
81073,0.25,2319,-24.32,29546,413305.73,6148765.76,0
82073,0.25,2320,-23.86,29069,413805.73,6148765.76,0
83073,0.25,2321,-23.44,28593,414305.73,6148765.76,0
84073,0.25,2322,-23.32,28117,414805.73,6148765.76,0
85073,0.25,2323,-23.73,27643,415305.73,6148765.76,0
86073,0.25,2324,-24.24,27169,415805.73,6148765.76,0
87073,0.25,2325,-24.17,26696,416305.73,6148765.76,0
88073,0.25,2326,-23.45,26224,416805.73,6148765.76,0
89073,0.25,2327,-21.56,25754,417305.73,6148765.76,0
90073,0.25,2328,-19.66,25284,417805.73,6148765.76,0
91073,0.25,2329,-17.78,24816,418305.73,6148765.76,0
92073,0.25,2330,-16.8,24349,418805.73,6148765.76,0
93073,0.25,2331,-17.5,23883,419305.73,6148765.76,0
94073,0.25,2332,-18.29,23418,419805.73,6148765.76,0
95073,0.25,2333,-18.53,22955,420305.73,6148765.76,0
96073,0.25,2334,-15.37,22494,420805.73,6148765.76,0
97073,0.25,2335,-12.58,22034,421305.73,6148765.76,0
98073,0.25,2336,-10.4,21577,421805.73,6148765.76,0
99073,0.25,2337,-9.13,21121,422305.73,6148765.76,0
100073,0.25,2338,-8,20667,422805.73,6148765.76,0
101073,0.25,2339,-7.01,20215,423305.73,6148765.76,0
102073,0.25,2340,-6.51,19766,423805.73,6148765.76,0
103073,0.25,2341,-6.4,19319,424305.73,6148765.76,0
104073,0.25,2342,-6.63,18874,424805.73,6148765.76,0
105073,0.25,2343,-7.06,18433,425305.73,6148765.76,0
106073,0.25,2344,-7.6,17995,425805.73,6148765.76,0
107073,0.25,2345,-8.01,17560,426305.73,6148765.76,0
108073,0.25,2346,-7.85,17128,426805.73,6148765.76,0
109073,0.25,2347,-7.71,16701,427305.73,6148765.76,0
110073,0.25,2348,-7.57,16277,427805.73,6148765.76,0
111073,0.25,2349,-7.47,15858,428305.73,6148765.76,0
112073,0.25,2350,-8.2,15443,428805.73,6148765.76,0
113073,0.25,2351,-8.7,15034,429305.73,6148765.76,0
114073,0.25,2352,-8.47,14631,429805.73,6148765.76,0
115073,0.25,2353,-9.01,14233,430305.73,6148765.76,0
116073,0.25,2354,-9.28,13842,430805.73,6148765.76,0
117073,0.25,2355,-9.03,13459,431305.73,6148765.76,0
118073,0.25,2356,-8.32,13083,431805.73,6148765.76,0
119073,0.25,2357,-7.51,12716,432305.73,6148765.76,0
120073,0.25,2358,-6.43,12358,432805.73,6148765.76,0
121073,0.25,2359,-6,12010,433305.73,6148765.76,0
122073,0.25,2360,-5.64,11673,433805.73,6148765.76,0
123073,0.25,2361,-5.92,11349,434305.73,6148765.76,0
124073,0.25,2362,-6.39,11037,434805.73,6148765.76,0
125073,0.25,2363,-6.37,10740,435305.73,6148765.76,0
126073,0.25,2364,-5.97,10458,435805.73,6148765.76,0
127073,0.25,2365,-5.93,10190,436305.73,6148765.76,0
128073,0.25,2366,-5.72,9930,436805.73,6148765.76,0
129073,0.25,2367,-8.86,9689,437305.73,6148765.76,0
130073,0.25,2368,-11.52,9465,437805.73,6148765.76,0
131073,0.25,2369,-13.81,9253,438305.73,6148765.76,0
132073,0.25,2370,-15.43,9046,438805.73,6148765.76,0
133073,0.25,2371,-14.34,8840,439305.73,6148765.76,0
134073,0.25,2372,-12.44,8644,439805.73,6148765.76,0
135073,0.25,2373,-12.27,8446,440305.73,6148765.76,0
136073,0.25,2374,-17.32,8215,440805.73,6148765.76,0
137073,0.25,2375,-17.87,7992,441305.73,6148765.76,0
138073,0.25,2376,-16.48,7762,441805.73,6148765.76,0
139073,0.25,2377,-14.64,7543,442305.73,6148765.76,0
140073,0.25,2378,-13.32,7330,442805.73,6148765.76,0
141073,0.25,2379,-12.09,7141,443305.73,6148765.76,0
142073,0.25,2380,-10.84,6962,443805.73,6148765.76,0
143073,0.25,2381,-9.71,6740,444305.73,6148765.76,0
144073,0.25,2382,-8.93,6540,444805.73,6148765.76,0
145073,0.25,2383,-8.41,6280,445305.73,6148765.76,0
146073,0.25,2384,-7.86,5956,445805.73,6148765.76,0
147073,0.25,2385,-7.53,5628,446305.73,6148765.76,0
148073,0.25,2386,-7.35,5311,446805.73,6148765.76,0
149073,0.25,2387,-7.26,4964,447305.73,6148765.76,0
150073,0.25,2388,-7.16,4635,447805.73,6148765.76,0
151073,0.25,2389,-7.09,4313,448305.73,6148765.76,0
152073,0.25,2390,-7.13,3994,448805.73,6148765.76,0
153073,0.25,2391,-6.99,3663,449305.73,6148765.76,0
154073,0.25,2392,-6.73,3328,449805.73,6148765.76,0
155073,0.25,2393,-6.42,2982,450305.73,6148765.76,0
156073,0.25,2394,-6.13,2639,450805.73,6148765.76,0
157073,0.25,2395,-5.83,2312,451305.73,6148765.76,0
158073,0.25,2396,-5.52,1978,451805.73,6148765.76,0
159073,0.25,2397,-5.18,1636,452305.73,6148765.76,0
37072,0.25,2398,-28.01,50890,391305.73,6149265.76,0
38072,0.25,2399,-27.93,50397,391805.73,6149265.76,0
39072,0.25,2400,-27.87,49904,392305.73,6149265.76,0
40072,0.25,2401,-27.81,49411,392805.73,6149265.76,0
41072,0.25,2402,-27.67,48918,393305.73,6149265.76,0
42072,0.25,2403,-27.56,48425,393805.73,6149265.76,0
43072,0.25,2404,-27.42,47933,394305.73,6149265.76,0
44072,0.25,2405,-27.02,47441,394805.73,6149265.76,0
45072,0.25,2406,-26.46,46948,395305.73,6149265.76,0
46072,0.25,2407,-26.08,46457,395805.73,6149265.76,0
47072,0.25,2408,-26.35,45965,396305.73,6149265.76,0
48072,0.25,2409,-26.88,45473,396805.73,6149265.76,0
49072,0.25,2410,-27.47,44982,397305.73,6149265.76,0
50072,0.25,2411,-28.08,44490,397805.73,6149265.76,0
51072,0.25,2412,-28.72,43999,398305.73,6149265.76,0
52072,0.25,2413,-29.35,43508,398805.73,6149265.76,0
53072,0.25,2414,-29.84,43018,399305.73,6149265.76,0
54072,0.25,2415,-29.99,42527,399805.73,6149265.76,0
55072,0.25,2416,-29.74,42037,400305.73,6149265.76,0
56072,0.25,2417,-29.67,41547,400805.73,6149265.76,0
57072,0.25,2418,-29.77,41057,401305.73,6149265.76,0
58072,0.25,2419,-29.94,40568,401805.73,6149265.76,0
59072,0.25,2420,-30.07,40078,402305.73,6149265.76,0
60072,0.25,2421,-30.39,39589,402805.73,6149265.76,0
61072,0.25,2422,-31.6,39100,403305.73,6149265.76,0
62072,0.25,2423,-32.78,38612,403805.73,6149265.76,0
63072,0.25,2424,-31.79,38123,404305.73,6149265.76,0
64072,0.25,2425,-30.25,37635,404805.73,6149265.76,0
65072,0.25,2426,-28.85,37148,405305.73,6149265.76,0
66072,0.25,2427,-27.54,36660,405805.73,6149265.76,0
67072,0.25,2428,-26.27,36173,406305.73,6149265.76,0
68072,0.25,2429,-25.53,35687,406805.73,6149265.76,0
69072,0.25,2430,-25.51,35201,407305.73,6149265.76,0
70072,0.25,2431,-25.35,34715,407805.73,6149265.76,0
71072,0.25,2432,-24.93,34229,408305.73,6149265.76,0
72072,0.25,2433,-24.51,33744,408805.73,6149265.76,0
73072,0.25,2434,-24.21,33260,409305.73,6149265.76,0
74072,0.25,2435,-24.13,32776,409805.73,6149265.76,0
75072,0.25,2436,-24.14,32292,410305.73,6149265.76,0
76072,0.25,2437,-23.81,31809,410805.73,6149265.76,0
77072,0.25,2438,-23.71,31326,411305.73,6149265.76,0
78072,0.25,2439,-24.37,30844,411805.73,6149265.76,0
79072,0.25,2440,-24.85,30363,412305.73,6149265.76,0
80072,0.25,2441,-24.69,29882,412805.73,6149265.76,0
81072,0.25,2442,-24.15,29402,413305.73,6149265.76,0
82072,0.25,2443,-23.61,28923,413805.73,6149265.76,0
83072,0.25,2444,-23.17,28444,414305.73,6149265.76,0
84072,0.25,2445,-22.93,27966,414805.73,6149265.76,0
85072,0.25,2446,-23.09,27488,415305.73,6149265.76,0
86072,0.25,2447,-23.04,27012,415805.73,6149265.76,0
87072,0.25,2448,-22.96,26536,416305.73,6149265.76,0
88072,0.25,2449,-22.76,26062,416805.73,6149265.76,0
89072,0.25,2450,-20.06,25588,417305.73,6149265.76,0
90072,0.25,2451,-17.23,25115,417805.73,6149265.76,0
91072,0.25,2452,-15.76,24644,418305.73,6149265.76,0
92072,0.25,2453,-14.99,24173,418805.73,6149265.76,0
93072,0.25,2454,-15.87,23704,419305.73,6149265.76,0
94072,0.25,2455,-16.54,23236,419805.73,6149265.76,0
95072,0.25,2456,-16.09,22769,420305.73,6149265.76,0
96072,0.25,2457,-13.72,22304,420805.73,6149265.76,0
97072,0.25,2458,-10.96,21840,421305.73,6149265.76,0
98072,0.25,2459,-8.49,21378,421805.73,6149265.76,0
99072,0.25,2460,-8.5,20918,422305.73,6149265.76,0
100072,0.25,2461,-8.14,20460,422805.73,6149265.76,0
101072,0.25,2462,-7.57,20003,423305.73,6149265.76,0
102072,0.25,2463,-7.36,19549,423805.73,6149265.76,0
103072,0.25,2464,-7.53,19097,424305.73,6149265.76,0
104072,0.25,2465,-7.77,18648,424805.73,6149265.76,0
105072,0.25,2466,-8.14,18201,425305.73,6149265.76,0
106072,0.25,2467,-8.58,17757,425805.73,6149265.76,0
107072,0.25,2468,-8.83,17316,426305.73,6149265.76,0
108072,0.25,2469,-8.69,16878,426805.73,6149265.76,0
109072,0.25,2470,-8.44,16444,427305.73,6149265.76,0
110072,0.25,2471,-7.92,16013,427805.73,6149265.76,0
111072,0.25,2472,-7.6,15587,428305.73,6149265.76,0
112072,0.25,2473,-8.01,15166,428805.73,6149265.76,0
113072,0.25,2474,-8.58,14749,429305.73,6149265.76,0
114072,0.25,2475,-7.63,14337,429805.73,6149265.76,0
115072,0.25,2476,-7.61,13931,430305.73,6149265.76,0
116072,0.25,2477,-7.66,13532,430805.73,6149265.76,0
117072,0.25,2478,-7.75,13139,431305.73,6149265.76,0
118072,0.25,2479,-7.07,12754,431805.73,6149265.76,0
119072,0.25,2480,-6.7,12377,432305.73,6149265.76,0
120072,0.25,2481,-6.73,12009,432805.73,6149265.76,0
121072,0.25,2482,-6.83,11651,433305.73,6149265.76,0
122072,0.25,2483,-7.14,11303,433805.73,6149265.76,0
123072,0.25,2484,-7.91,10968,434305.73,6149265.76,0
124072,0.25,2485,-8.57,10645,434805.73,6149265.76,0
125072,0.25,2486,-7.83,10337,435305.73,6149265.76,0
126072,0.25,2487,-7.18,10043,435805.73,6149265.76,0
